ID,Seqn,Name,Boundary Via,Latitude,Longitude,Upper Limit,Lower Limit,Latitude of Origin,Longitude of Origin
R132B,3,R132B BINDOON,G ,31 14 00S,116 23 00E,FL090,FL040, , 
R132B,4,R132B BINDOON,HE,31 08 00S,116 23 00E,FL090,FL040, , 
R132C,1,R132C BINDOON,G ,31 20 36S,116 12 24E,FL100,FL040, , 
R132C,2,R132C BINDOON,H ,31 16 48S,116 12 24E,FL100,FL040, , 
R132C,3,R132C BINDOON,G ,31 16 48S,116 15 42E,FL100,FL040, , 
R132C,4,R132C BINDOON,HE,31 20 36S,116 15 42E,FL100,FL040, , 
R135,1,R135 LAVERTON,RE,28 13 59S,122 50 30E,FL082,SFC,28 19 00S,122 50 30E
R140A,1,R140A GARDEN ISLAND,RE,32 09 36S,115 40 18E,FL015,SFC,32 10 36S,115 40 18E
R140B,1,R140B GARDEN ISLAND,RE,32 09 36S,115 40 18E,FL040,FL015,32 10 36S,115 40 18E
R144,1,R144 STIRLING,G ,31 52 46S,115 24 56E,FL020,SFC, , 
R144,2,R144 STIRLING,R ,31 48 07S,114 47 50E,FL020,SFC,31 56 42S,115 57 34E
R144,3,R144 STIRLING,G ,31 19 34S,115 02 18E,FL020,SFC, , 
R144,4,R144 STIRLING,G ,31 38 11S,115 29 51E,FL020,SFC, , 
R144,5,R144 STIRLING,GE,31 50 01S,115 33 12E,FL020,SFC, , 
R145,1,R145 MIMEGARRA,G ,30 44 30S,115 26 30E,FL250,SFC, , 
R145,2,R145 MIMEGARRA,H ,30 51 30S,115 26 30E,FL250,SFC, , 
R145,3,R145 MIMEGARRA,G ,30 51 30S,115 22 00E,FL250,SFC, , 
R145,4,R145 MIMEGARRA,H ,30 55 30S,115 22 00E,FL250,SFC, , 
R145,5,R145 MIMEGARRA,G ,30 55 30S,115 19 00E,FL250,SFC, , 
R145,6,R145 MIMEGARRA,HE,30 44 30S,115 19 00E,FL250,SFC, , 
