ID,Seqn,Name,Boundary Via,Upper Limit,Lower Limit,latitude,longitude,latitudeOfOrigin,longitudeOfOrigin
R140B,1,R140B GARDEN ISLAND,RE,FL040,FL015,-32.16,115.67166666666667,-32.17666666666666,115.67166666666667
R144,1,R144 STIRLING,G ,FL020,SFC,-31.879444444444445,115.41555555555556,,
R144,2,R144 STIRLING,R ,FL020,SFC,-31.801944444444445,114.79722222222222,-31.945,115.95944444444444
R144,3,R144 STIRLING,G ,FL020,SFC,-31.32611111111111,115.03833333333333,,
R144,4,R144 STIRLING,G ,FL020,SFC,-31.636388888888888,115.4975,,
R144,5,R144 STIRLING,GE,FL020,SFC,-31.83361111111111,115.55333333333333,,
R145,1,R145 MIMEGARRA,G ,FL250,SFC,-30.741666666666667,115.44166666666668,,
R145,2,R145 MIMEGARRA,H ,FL250,SFC,-30.858333333333334,115.44166666666668,,
R145,3,R145 MIMEGARRA,G ,FL250,SFC,-30.858333333333334,115.36666666666666,,
R145,4,R145 MIMEGARRA,H ,FL250,SFC,-30.925,115.36666666666666,,
R145,5,R145 MIMEGARRA,G ,FL250,SFC,-30.925,115.31666666666666,,
R145,6,R145 MIMEGARRA,HE,FL250,SFC,-30.741666666666667,115.31666666666666,,
